Sorgu,Label,Recete
Acil teşhis lazım: septoria lekesi olan bitkiyi kurtarabilir miyim?.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yardımcı olur musunuz, septoria lekesi olan bitkiyi kurtarabilir miyim?.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yapraklarda koyu kenarlı dairesel lekeler var, ne yapabilirim?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yardımcı olur musunuz, neden yapraklarda koyu kenarlı dairesel lekeler oluşur?.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Kontrol ettim ve koyu kenarlı dairesel lekeler nedeniyle bitkim çok sağlıksız görünüyor. gördüm.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Maalesef küçük gri odaklı noktalar ile nasıl mücadele edilir?, ne yapmam gerekiyor?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yardımcı olur musunuz, bahçedeki bitkide koyu kenarlı dairesel lekeler oluştu, teşhis nedir?.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Koyu kenarlı dairesel lekeler nedeniyle bitkim çok sağlıksız görünüyor.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Hocam septoria lekesi için hangi ilacı kullanmalıyım?,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Hocam septoria lekesi için hangi ilacı kullanmalıyım?,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Bitkimde koyu kenarlı dairesel lekeler fark ettim.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Bitkimin durumuna bakar mısın, koyu kenarlı dairesel lekeler var gibi.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Bitkimde koyu kenarlı dairesel lekeler fark ettim.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Bitkimin durumuna bakar mısın, koyu kenarlı dairesel lekeler var gibi.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Bahçedeki bitkide koyu kenarlı dairesel lekeler oluştu, teşhis nedir?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Kontrol ettim ve koyu kenarlı dairesel lekeler nedeniyle bitkim çok sağlıksız görünüyor. gördüm.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yapraklara baktığımda yapraklarda koyu kenarlı dairesel lekeler var, ne yapabilirim? fark ediyorum.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Yaprağın her yerini koyu kenarlı dairesel lekeler kaplamış.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Bitkimin durumuna bakar mısın, koyu kenarlı dairesel lekeler var gibi.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Koyu kenarlı dairesel lekeler teşhisi koydum, doğru mu?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yapraklarda koyu kenarlı dairesel lekeler var, ne yapabilirim?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Bahçedeki bitkide koyu kenarlı dairesel lekeler oluştu, teşhis nedir?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Hocam septoria lekesi için hangi ilacı kullanmalıyım?,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Küçük gri odaklı noktalar ile nasıl mücadele edilir?,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Koyu kenarlı dairesel lekeler domateslerimi sarmaya başladı.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Çiftçi arkadaşlara sordum, yaprağın her yerini koyu kenarlı dairesel lekeler kaplamış. dediler.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Yeni çıkan yapraklarda küçük gri odaklı noktalar görüyorum.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Koyu kenarlı dairesel lekeler belirtileri hakkında bilgi verir misin?,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Bitkimde koyu kenarlı dairesel lekeler fark ettim.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Koyu kenarlı dairesel lekeler teşhisi koydum, doğru mu?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Çiftçi arkadaşlara sordum, küçük gri odaklı noktalar sorunu mahsulü mahvetti. dediler.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Sanırım bitkimde bir sorun var: hocam septoria lekesi için hangi ilacı kullanmalıyım?.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Küçük gri odaklı noktalar ile nasıl mücadele edilir?,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Yaprağın her yerini koyu kenarlı dairesel lekeler kaplamış.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Bitkimin durumuna bakar mısın, koyu kenarlı dairesel lekeler var gibi.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Bahçedeki bitkide koyu kenarlı dairesel lekeler oluştu, teşhis nedir?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Bitkimin durumuna bakar mısın, koyu kenarlı dairesel lekeler var gibi.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Bitkimin ana sorunu septoria lekesi.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Bahçedeki bitkide koyu kenarlı dairesel lekeler oluştu, teşhis nedir?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yapraklarda koyu kenarlı dairesel lekeler var, ne yapabilirim?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Bitki yapraklarının üzerinde küçük gri odaklı noktalar görüyorum.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Kontrol ettim ve koyu kenarlı dairesel lekeler domateslerimi sarmaya başladı. gördüm.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Maalesef koyu kenarlı dairesel lekeler teşhisi koydum, doğru mu?, ne yapmam gerekiyor?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Sanırım bitkimde bir sorun var: yaprağın her yerini koyu kenarlı dairesel lekeler kaplamış..,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yapraklara baktığımda koyu kenarlı dairesel lekeler teşhisi koydum, doğru mu? fark ediyorum.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yardımcı olur musunuz, hocam septoria lekesi için hangi ilacı kullanmalıyım?.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Koyu kenarlı dairesel lekeler teşhisi koydum, doğru mu?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Koyu kenarlı dairesel lekeler nedeniyle bitkim çok sağlıksız görünüyor.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Tarladaki yapraklarda küçük gri odaklı noktalar yayıldı.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Maalesef tarladaki yapraklarda küçük gri odaklı noktalar yayıldı., ne yapmam gerekiyor?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Koyu kenarlı dairesel lekeler teşhisi koydum, doğru mu?",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yardımcı olur musunuz, tarladaki yapraklarda küçük gri odaklı noktalar yayıldı..",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Sanırım bitkimde bir sorun var: septoria lekesi olan bitkiyi kurtarabilir miyim?.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Bitkimin ana sorunu septoria lekesi.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
Koyu kenarlı dairesel lekeler domateslerimi sarmaya başladı.,Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Yardımcı olur musunuz, küçük gri odaklı noktalar ile nasıl mücadele edilir?.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Çiftçi arkadaşlara sordum, septoria lekesi olan bitkiyi kurtarabilir miyim? dediler.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
"Çiftçi arkadaşlara sordum, yeni çıkan yapraklarda küçük gri odaklı noktalar görüyorum. dediler.",Tomato___Septoria_leaf_spot,"Teşhis: Domates Septoria Yaprak Lekesi. Kültürel Önlemler: Yapraklarda küçük, merkezleri gri kenarları koyu lekeler oluşturur. Bitki artıklarını temizleyin. Sulamayı sabah erken saatlerde yapın ki yapraklar hızla kurusun. Kimyasal Mücadele: Hastalık belirtileri saptandığında koruyucu mantar ilaçları (Mancozeb, Bakır vb.) uygulayın."
